title,year,length,budget,rating,votes,Action,Animation,Comedy,Drama,Documentary,Romance,Short,Genre
Babes on Broadway,1941,118,940068,6.5,171,0,0,0,0,0,0,0,0
Baby Blue,2001,119,2500000,6.4,98,0,0,0,0,0,0,0,0
Baby Boy,2001,130,16000000,6.2,1476,0,0,0,1,0,1,0,Drama
Baby Face,1933,71,187000,6.4,260,0,0,0,1,0,0,0,Drama
Baby Geniuses,1999,97,13000000,2.4,3142,0,0,1,0,0,0,0,Comedy
Baby It's You,1983,105,3000000,6.3,435,0,0,1,1,0,1,0,Comedy
Baby's Day Out,1994,99,50000000,4.4,1856,0,0,1,0,0,0,0,Comedy
Bacheha-Ye aseman,1997,89,180000,7.6,1499,0,0,1,1,0,0,0,Comedy
"Bachelor Father, The",1931,90,502000,5.5,35,0,0,1,1,0,0,0,Comedy
"Bachelor, The",1999,101,21000000,5,4183,0,0,1,0,0,1,0,Comedy
Back to God's Country,1919,73,67000,6.4,66,0,0,0,0,0,1,0,Romance
Back to the Future,1985,111,19000000,8.1,68647,1,0,1,0,0,0,0,Action
Back to the Future Part II,1989,108,40000000,7,28547,0,0,1,0,0,0,0,Comedy
Back to the Future Part III,1990,118,40000000,6.7,24682,0,0,1,0,0,0,0,Comedy
Back to the Future... The Ride,1991,4,40000000,7.3,655,0,0,0,0,0,0,1,Short
Bad Boy Bubby,1993,112,750000,7,1033,0,0,1,1,0,0,0,Comedy
Bad Boys,1995,118,23000000,6.4,15326,1,0,1,0,0,0,0,Action
Bad Boys II,2003,145,130000000,6.1,13087,1,0,1,0,0,0,0,Action
Bad Company,2002,116,70000000,5.4,6175,1,0,1,0,0,0,0,Action
Bad Dreams,1988,84,4000000,4.2,309,0,0,0,0,0,0,0,0
Bad Girls from Mars,1991,86,52000,3.7,50,0,0,1,0,0,0,0,Comedy
Bad Moon,1996,80,7000000,4.4,519,1,0,0,0,0,0,0,Action
Bad Santa,2003,98,18000000,7.2,11189,0,0,1,0,0,0,0,Comedy
"Bad Seed, The",1956,129,1000000,7.3,1229,0,0,0,0,0,0,0,0
Bad Taste,1987,86,150000,6.9,7048,0,0,1,0,0,0,0,Comedy
"Bad and the Beautiful, The",1952,118,1558000,7.6,1358,0,0,0,1,0,0,0,Drama
"Badge, The",2002,103,6000000,6.3,740,1,0,0,1,0,0,0,Action
Badkonake sefid,1995,85,150000,7.4,618,0,0,0,1,0,0,0,Drama
Badlands,1973,94,500000,7.7,4763,0,0,0,1,0,0,0,Drama
Bait,2000,119,35000000,5.6,1884,1,0,1,0,0,0,0,Action
"Ballad of Cable Hogue, The",1970,121,3716946,7.2,712,0,0,1,0,0,0,0,Comedy
"Ballad of Jack and Rose, The",2005,112,1500000,6.2,269,0,0,0,1,0,0,0,Drama
Ballistic: Ecks vs. Sever,2002,91,70000000,3.4,4556,1,0,0,0,0,0,0,Action
Bamboozled,2000,135,10000000,6.3,2356,0,0,1,1,0,0,0,Comedy
Bananas,1971,82,2000000,7.1,4252,0,0,1,0,0,0,0,Comedy
"Band Wagon, The",1953,111,2169120,7.5,1207,0,0,1,0,0,0,0,Comedy
Band of the Hand,1986,109,8700000,4.9,378,1,0,0,1,0,0,0,Action
Bandits,2001,123,80000000,6.7,12382,0,0,1,1,0,1,0,Comedy
"Banger Sisters, The",2002,98,10000000,5.6,3189,0,0,1,1,0,0,0,Comedy
"Bank Robbery, The",2003,2,1000,5.7,11,0,0,1,0,0,0,1,Comedy
Baptists at Our Barbecue,2004,92,500000,5.9,62,0,0,1,0,0,1,0,Comedy
Barbarella,1968,98,9000000,5.6,4653,0,0,0,0,0,0,0,0
"Barbarian and the Geisha, The",1958,105,3500000,4.7,226,0,0,0,1,0,0,0,Drama
"Barbarian, The",1933,83,444399,6.2,57,0,0,0,1,0,1,0,Drama
"Barbarians, The",1960,84,750000,4.5,18,0,0,0,0,0,0,0,0
"Barbarians, The",1987,87,4000000,3.5,341,0,0,0,0,0,0,0,0
Barbary Coast,1935,91,778000,6.6,168,0,0,0,1,0,1,0,Drama
Barbershop,2002,102,12000000,6.6,4943,0,0,1,1,0,0,0,Comedy
Barbershop 2: Back in Business,2004,106,18000000,5.7,1580,0,0,1,0,0,0,0,Comedy
Barcelona,1994,101,3200000,6.6,1570,0,0,1,1,0,1,0,Comedy
"Barkleys of Broadway, The",1949,109,2325420,6.6,285,0,0,1,0,0,0,0,Comedy
"Barn Dance, The",1929,7,5121,5.9,22,0,1,1,0,0,0,1,Animation
Barney's Great Adventure,1998,76,15000000,2.9,249,0,0,0,0,0,0,0,0
Barriers,1998,96,140000,8,6,0,0,0,0,0,0,0,0
Barry Lyndon,1975,184,11000000,8,12285,0,0,0,1,0,1,0,Drama
Barton Fink,1991,116,9000000,7.5,10223,0,0,0,1,0,0,0,Drama
"Bashful Bachelor, The",1942,78,165000,5.7,7,0,0,1,0,0,0,0,Comedy
Basic,2003,98,50000000,6.2,8370,0,0,0,1,0,0,0,Drama
Basic Instinct,1992,128,49000000,6.7,19520,0,0,0,0,0,0,0,0
Basil,1998,113,10000000,6.1,367,0,0,0,1,0,1,0,Drama
Basket Case 2,1990,90,2500000,3.9,310,0,0,1,0,0,0,0,Comedy
"Basket, The",1999,105,3000000,6.3,200,0,0,0,1,0,0,0,Drama
Bathing Beauty,1944,101,2361000,6.1,143,0,0,1,0,0,0,0,Comedy
Batman,1989,126,35000000,7.4,35927,1,0,0,0,0,0,0,Action
Batman & Robin,1997,125,110000000,3.6,28457,1,0,0,0,0,0,0,Action
Batman Forever,1995,122,100000000,5.4,24025,1,0,0,0,0,1,0,Action
Batman Returns,1992,126,80000000,6.5,23010,1,0,0,0,0,1,0,Action
Batman: Dead End,2003,8,30000,7.3,805,1,0,0,0,0,0,1,Action
Batoru rowaiaru,2000,122,4500000,7.9,12138,1,0,0,1,0,0,0,Action
Batoru rowaiaru II: Rekuiemu,2003,155,9000000,4.8,2117,1,0,0,0,0,0,0,Action
Battle Beyond the Stars,1980,104,2000000,4.9,1059,0,0,0,0,0,0,0,0
Battle for the Planet of the Apes,1973,96,1800000,4.9,2335,1,0,0,1,0,0,0,Action
Battle of Britain,1969,151,12000000,6.7,1728,1,0,0,1,0,0,0,Action
"Battle of Shaker Heights, The",2003,90,1000000,6,854,0,0,1,1,0,1,0,Comedy
Battlefield Earth: A Saga of the Year 3000,2000,119,73000000,2.4,14970,1,0,0,0,0,0,0,Action
Be Cool,2005,118,53000000,5.5,4560,0,0,1,0,0,0,0,Comedy
Be Good Daniel,2004,20,4000,5.7,8,0,0,1,0,0,1,1,Comedy
Beach Party,1963,101,350000,5.3,226,0,0,1,0,0,1,0,Comedy
"Beach, The",2000,119,50000000,5.8,15020,0,0,0,1,0,0,0,Drama
Bean,1997,90,22000000,5.4,9018,0,0,1,0,0,0,0,Comedy
Bean Cake,2001,12,12000,6.8,36,0,0,0,0,0,0,1,Short
"Bear, The",1984,110,221000,5.9,135,0,0,1,1,0,0,0,Comedy
"Beast From 20,000 Fathoms, The",1953,80,210000,6.3,577,0,0,0,0,0,0,0,0
"Beast of Yucca Flats, The",1961,54,34000,1.5,594,0,0,0,0,0,0,0,0
"Beast of the City, The",1932,86,230000,7.3,112,0,0,0,1,0,0,0,Drama
"Beast with a Million Eyes, The",1956,75,23000,3.2,119,0,0,0,0,0,0,0,0
Beaster,2004,10,5000,6.9,9,0,0,1,0,0,0,1,Comedy
Beastmaster 2: Through the Portal of Time,1991,107,6000000,3.1,564,1,0,0,0,0,0,0,Action
Beat the Devil,1953,100,1000000,6.6,1034,0,0,1,1,0,1,0,Comedy
Beat the Drum,2003,114,1500000,7,26,0,0,0,1,0,0,0,Drama
"Beat, The",2003,85,700000,8.5,22,0,0,1,1,0,0,0,Comedy
Beautiful,2000,112,9000000,5.3,991,0,0,1,1,0,0,0,Comedy
"Beautiful Country, The",2004,137,6000000,6.9,115,0,0,0,1,0,0,0,Drama
"Beautiful Mind, A",2001,135,60000000,7.8,43291,0,0,0,1,0,0,0,Drama
Beauty in Chaos,2004,120,30000,8.8,11,0,0,0,1,0,0,0,Drama
Beavis and Butt-Head Do America,1996,81,12000000,6.2,9491,0,1,1,0,0,0,0,Animation
Because of Winn-Dixie,2005,106,14000000,5.9,483,0,0,1,1,0,0,0,Comedy
Beccerra,2002,30,3000,7.1,14,1,0,0,1,0,1,1,Action
Becket,1964,148,3000000,8,1538,0,0,0,1,0,0,0,Drama
Becky Sharp,1935,67,950000,6.2,103,0,0,0,1,0,0,0,Drama
Bedazzled,2000,93,48000000,5.9,11439,0,0,1,0,0,0,0,Comedy
Bedknobs and Broomsticks,1971,139,20000000,6.5,2614,0,1,0,0,0,0,0,Animation
Beer Muscles,2004,90,5000,9.3,11,0,0,1,0,0,0,0,Comedy
Beetle Juice,1988,92,15000000,7.1,20966,0,0,1,0,0,0,0,Comedy
Before Sunrise,1995,105,2500000,7.8,9618,0,0,0,1,0,1,0,Drama
Before Sunset,2004,80,10000000,8.3,8789,0,0,0,1,0,1,0,Drama
Begotten,1991,78,33000,5.8,405,0,0,0,0,0,0,0,0
Behind Enemy Lines,2001,106,40000000,6.1,10856,1,0,0,1,0,0,0,Action
Behold a Pale Horse,1964,121,3900000,6.7,114,0,0,0,1,0,0,0,Drama
Being Human,1993,122,30000000,4.8,966,0,0,1,1,0,0,0,Comedy
Being John Malkovich,1999,113,13000000,7.9,55079,0,0,1,1,0,0,0,Comedy
Being Julia,2004,104,18000000,7.2,1671,0,0,1,1,0,0,0,Comedy
Bela Donna,1998,111,5500000,4.7,127,0,0,0,1,0,1,0,Drama
Bela Lugosi Meets a Brooklyn Gorilla,1952,74,50000,2.6,161,0,0,1,0,0,0,0,Comedy
"Bellboy, The",1960,72,900000,6.1,369,0,0,1,0,0,0,0,Comedy
"Belle of New York, The",1952,82,2606644,5.7,98,0,0,1,0,0,1,0,Comedy
Belle of the Nineties,1934,73,800000,6.3,84,0,0,1,0,0,0,0,Comedy
Bells Are Ringing,1960,127,2203123,6.8,386,0,0,1,0,0,1,0,Comedy
Bells of Innocence,2003,110,2750000,2.7,82,0,0,0,0,0,0,0,0
Belly,1998,96,10000000,4.5,1034,0,0,0,1,0,0,0,Drama
Belly of the Beast,2003,91,18000000,4.2,638,1,0,0,0,0,0,0,Action
Beloved,1998,172,53000000,5.6,1934,0,0,0,1,0,0,0,Drama
Below the Belt,2004,95,1500000,7.9,15,0,0,1,0,0,0,0,Comedy
Ben-Hur,1925,151,3900000,8,848,0,0,0,1,0,1,0,Drama
Ben-Hur,1959,214,15000000,8.1,21031,1,0,0,1,0,1,0,Action
Beneath the Planet of the Apes,1970,95,3000000,5.8,3568,1,0,0,1,0,0,0,Action
Beneath the Valley of the Ultra-Vixens,1979,93,239000,5.2,402,0,0,1,0,0,0,0,Comedy
Benji,1974,86,500000,5.7,679,0,0,0,0,0,0,0,0
Beowulf,1999,99,20000000,3.7,2058,1,0,0,0,0,0,0,Action
Best Foot Forward,1943,94,1125502,6.2,97,0,0,1,0,0,0,0,Comedy
Best Laid Plans,1999,92,7000000,6.3,1795,0,0,0,1,0,0,0,Drama
"Best Years of Our Lives, The",1946,172,2100000,8.4,6138,0,0,0,1,0,1,0,Drama
Best in Show,2000,90,6000000,7.5,11790,0,0,1,0,0,0,0,Comedy
Betrayal,2003,90,750000,4.7,157,1,0,0,1,0,0,0,Action
Better Luck Tomorrow,2002,98,250000,7.3,2697,0,0,0,1,0,0,0,Drama
"Better Place, A",1997,87,100000,5.8,447,0,0,0,1,0,0,0,Drama
Better Than Sex,2002,92,300000,6.8,90,0,0,1,0,0,0,0,Comedy
Bettie Page: Dark Angel,2004,90,50000,3.4,21,0,0,0,1,0,0,0,Drama
Beverly Hills Cop,1984,105,15000000,7.1,16360,1,0,1,0,0,0,0,Action
Beverly Hills Cop II,1987,100,20000000,5.8,10446,1,0,1,0,0,0,0,Action
Beverly Hills Cop III,1994,104,50000000,4.7,6519,1,0,1,0,0,0,0,Action
Beyond Atlantis,1973,91,200000,3.9,47,0,0,0,0,0,0,0,0
Beyond Borders,2003,127,35000000,5.4,1905,0,0,0,1,0,1,0,Drama
Beyond Expectations,1998,94,60000,7.6,5,0,0,1,0,0,0,0,Comedy
Beyond Rangoon,1995,100,23000000,6.4,1285,0,0,0,1,0,0,0,Drama
Beyond Re-Animator,2003,96,3000000,6.1,908,0,0,1,0,0,0,0,Comedy
Beyond the Mat,1999,108,500000,7.3,2243,0,0,0,0,1,0,0,Documentary
Beyond the Pale,1999,96,350000,6.2,62,0,0,0,1,0,0,0,Drama
Beyond the Sea,2004,118,24000000,6.7,1051,0,0,0,1,0,0,0,Drama
Beyond the Time Barrier,1960,75,125000,4.3,79,0,0,0,0,0,0,0,0
Beyond the Valley of the Dolls,1970,111,900000,5.4,1575,0,0,1,1,0,0,0,Comedy
Bible!,1974,84,35000,3.6,11,0,0,0,0,0,1,0,Romance
"Bible, The",1966,174,18000000,5.2,411,0,0,0,1,0,0,0,Drama
Bicentennial Man,1999,132,100000000,6.2,8925,0,0,0,1,0,1,0,Drama
Big,1988,104,18000000,7.2,18660,0,0,1,0,0,0,0,Comedy
"Big Bounce, The",2004,88,50000000,4.7,2505,0,0,1,0,0,0,0,Comedy
"Big Brass Ring, The",1999,104,7000000,5.4,271,0,0,0,1,0,0,0,Drama
Big Bully,1996,90,15000000,4.2,781,0,0,1,1,0,0,0,Comedy
Big Daddy,1999,93,34200000,5.9,18258,0,0,1,0,0,0,0,Comedy
"Big Doll House, The",1971,95,125000,4.6,194,1,0,0,1,0,0,0,Action
Big Fat Liar,2002,88,15000000,5.5,2453,0,0,1,0,0,0,0,Comedy
Big Fish,2003,125,70000000,8.1,31525,0,0,1,1,0,0,0,Comedy
"Big Fisherman, The",1959,180,4000000,5.8,54,0,0,0,1,0,0,0,Drama
"Big Hit, The",1998,91,13000000,5.7,6206,1,0,1,0,0,0,0,Action
Big Jim McLain,1952,90,826000,4.3,266,1,0,0,1,0,1,0,Action
"Big Lebowski, The",1998,117,15000000,8,50179,0,0,1,0,0,0,0,Comedy
Big Momma's House,2000,98,30000000,4.7,7509,0,0,1,0,0,0,0,Comedy
"Big Parade, The",1925,126,245000,8.7,435,0,0,0,1,0,1,0,Drama
"Big Picture, The",1989,100,5000000,6.4,1124,0,0,1,1,0,1,0,Comedy
"Big Snatch, The",1968,77,11000,4.4,17,0,0,0,1,0,0,0,Drama
"Big Tease, The",1999,86,4000000,6.1,670,0,0,1,0,0,0,0,Comedy
Big Trouble,2002,85,40000000,6.4,4088,0,0,1,0,0,0,0,Comedy
Big Trouble in Little China,1986,99,25000000,6.7,10803,1,0,1,0,0,0,0,Action
Big Wednesday,1978,120,11000000,6.6,819,0,0,1,1,0,0,0,Comedy
Bigger Than the Sky,2005,106,750000,7.3,32,0,0,1,1,0,1,0,Comedy
Bijou,1972,77,22000,6.9,6,0,0,0,0,0,0,0,0
Bikini Beach,1964,99,600000,4.9,149,0,0,1,0,0,1,0,Comedy
Bill & Ted's Bogus Journey,1991,93,20000000,5.6,8152,0,0,1,0,0,0,0,Comedy
Bill & Ted's Excellent Adventure,1989,90,10000000,6.6,12277,0,0,1,0,0,0,0,Comedy
"Bill of Divorcement, A",1932,70,300000,6.5,183,0,0,0,1,0,0,0,Drama
Billy Elliot,2000,110,5000000,7.7,16725,0,0,0,1,0,0,0,Drama
Billy Jack,1971,114,800000,5.5,994,1,0,0,1,0,0,0,Action
Bingo,1991,89,10000000,4.1,374,0,0,1,0,0,0,0,Comedy
"Bingo Bus, A",2004,30,4000,6.6,7,0,0,0,0,1,0,1,Documentary
Biohazard,1984,84,250000,3.2,40,0,0,0,0,0,0,0,0
Bird,1988,161,9000000,7.1,1243,0,0,0,1,0,0,0,Drama
"Birds, The",1963,119,2500000,7.8,20072,0,0,0,1,0,0,0,Drama
Birdy in the Cage,2003,9,2000,9,5,0,0,1,0,0,0,1,Comedy
Birth,2004,100,20000000,6,2600,0,0,0,1,0,1,0,Drama
"Birth of a Nation, The",1915,125,110000,7.1,2617,0,0,0,1,0,0,0,Drama
Birth of the Blues,1941,87,857283,6.2,48,0,0,0,0,0,0,0,0
Birthday Girl,2001,93,13000000,6.1,5340,0,0,1,1,0,1,0,Comedy
Bitter Old Man,2003,7,2000,8.8,8,0,0,0,1,0,0,1,Drama
Black Canyon,2004,25,3000,9.9,9,0,0,0,0,0,0,1,Short
"Black Cat, The",1934,65,95745,7.2,788,0,0,0,0,0,0,0,0
"Black Cauldron, The",1985,80,44000000,6.2,1895,0,1,0,0,0,0,0,Animation
Black Gold,1947,90,450000,6,17,0,0,0,1,0,0,0,Drama
Black Gulch,2003,15,55000,6,20,1,0,0,0,0,0,1,Action
Black Hawk Down,2001,142,90000000,7.6,32530,1,0,0,1,0,0,0,Action
Black Hills,1948,60,414000,5.6,10,0,0,0,0,0,0,0,0
"Black Hole, The",1979,98,18500000,5.4,3425,0,0,0,0,0,0,0,0
Black Knight,2001,95,50000000,4.1,3822,0,0,1,0,0,0,0,Comedy
Black Legion,1937,83,235000,6.8,218,0,0,0,1,0,0,0,Drama
Black Rain,1989,125,14000000,6.3,5636,1,0,0,1,0,0,0,Action
"Black Room, The",1984,87,250000,4.5,33,0,0,0,0,0,0,0,0
"Black Sleep, The",1956,82,225000,5.5,72,0,0,0,0,0,0,0,0
Black Snake,1973,82,300000,3.7,61,0,0,0,0,0,0,0,0
"Black Stallion, The",1979,118,2700000,7,1822,0,0,0,0,0,0,0,0
Black and White,1999,98,10000000,5.2,1699,0,0,0,1,0,0,0,Drama
Black-Eyed Susan,2004,105,50000,7.4,5,0,0,1,0,0,0,0,Comedy
Blacktop,2000,100,3500000,4.7,192,0,0,0,0,0,0,0,0
Blackwater Elegy,2003,19,40000,9,10,0,0,0,1,0,0,1,Drama
Blade,1998,110,45000000,6.8,24372,1,0,0,0,0,0,0,Action
Blade II,2002,108,55000000,6.6,17139,1,0,0,0,0,0,0,Action
Blade Runner,1982,117,28000000,8.2,74749,1,0,0,1,0,0,0,Action
Blade: Trinity,2004,124,65000000,5.7,7439,1,0,0,0,0,0,0,Action
"Blair Witch Mountain Project, The",2002,12,7000,2.8,20,0,0,0,0,0,0,1,Short
"Blair Witch Project, The",1999,86,35000,6.1,39814,0,0,0,0,0,0,0,0
Blanche Fury,1947,90,1500000,6.6,72,0,0,0,1,0,1,0,Drama
Blast from the Past,1999,112,35000000,6.4,9483,0,0,1,1,0,1,0,Comedy
Blaze Orange,2005,16,0,9.6,7,0,0,0,0,0,0,1,Short
Blazing Saddles,1974,93,2600000,7.7,17166,0,0,1,0,0,0,0,Comedy
Bless the Child,2000,107,40000000,5,3814,0,0,0,0,0,0,0,0
"Blessing of Prometheus, The",2000,20,0,6.1,18,0,0,0,0,0,0,1,Short
Blind Horizon,2003,99,5100000,5.5,801,0,0,0,1,0,0,0,Drama
Blind Husbands,1919,68,125000,7.4,81,0,0,0,1,0,1,0,Drama
Blink,1994,106,11000000,6.1,1517,0,0,0,0,0,0,0,0
Blitz,2002,28,5000,6.3,6,0,0,0,0,0,0,1,Short
"Blob, The",1958,82,240000,6,2143,0,0,1,0,0,0,0,Comedy
"Blob, The",1988,95,9000000,5.5,2484,0,0,0,0,0,0,0,0
Blondie of the Follies,1932,91,602620,6,53,0,0,1,0,0,0,0,Comedy
Blood & Guts,1978,94,700000,4.6,14,0,0,0,1,0,0,0,Drama
Blood Alley,1955,115,2000000,5.7,316,0,0,0,0,0,0,0,0
Blood Feast,1963,58,24500,4.5,515,0,0,0,0,0,0,0,0
Blood Money,1933,65,238591,7.6,20,0,0,0,1,0,0,0,Drama
Blood Shot,2002,28,35000,4.5,22,1,0,1,0,0,0,1,Action
Blood Work,2002,110,50000000,6.3,5965,0,0,0,1,0,0,0,Drama
Blood and Wine,1996,101,26000000,6,2134,0,0,0,1,0,0,0,Drama
"Blood of Jesus, The",1941,68,5000,4.5,44,0,0,0,1,0,0,0,Drama
Blood of the Beast,2003,74,2000,9.1,23,0,0,0,0,0,0,0,0
Blood of the Samurai,2001,75,2000,6.5,18,1,0,0,0,0,0,0,Action
"Blood, Guts, Bullets and Octane",1998,87,7300,5.3,285,1,0,1,0,0,0,0,Action
Bloodletting,1997,89,10000,4.8,47,0,0,0,0,0,0,0,0
Bloodline,1979,116,12000000,3.9,160,0,0,0,0,0,0,0,0
Bloodsucking Pharaohs in Pittsburgh,1991,89,250000,3.6,80,0,0,1,0,0,0,0,Comedy
"Bloody Brood, The",1959,80,80000,4.2,11,0,0,0,1,0,0,0,Drama
Bloody Sunday,2002,107,5000000,7.6,2388,0,0,0,1,0,0,0,Drama
Bloom,2004,7,0,6.8,9,0,0,0,0,0,0,1,Short
Blotter,2004,20,15000,7.1,7,0,0,0,1,0,0,1,Drama
Blow,2001,124,30000000,7.1,18670,0,0,0,1,0,0,0,Drama
Blow Out,1981,108,18000000,7,3563,0,0,0,0,0,0,0,0
Blowing Wild,1953,90,1000000,5.6,67,1,0,0,1,0,0,0,Action
Blowup,1966,111,1800000,7.4,4194,0,0,0,1,0,0,0,Drama
"Blue Bird, The",1976,99,12000000,3.9,148,0,0,0,0,0,0,0,0
Blue Citrus Hearts,2003,115,3000,7,34,0,0,0,1,0,0,0,Drama
Blue Crush,2002,104,30000000,5.7,4791,0,0,0,1,0,1,0,Drama
Blue Hill Avenue,2001,120,1200000,6.6,85,0,0,0,1,0,0,0,Drama
"Blue Lagoon, The",1980,104,4500000,4.7,4324,0,0,0,1,0,1,0,Drama
Blue Moon,1998,90,1000,6.8,23,1,0,0,1,0,1,0,Action
Blue Skies,1946,104,3000000,6.3,160,0,0,1,0,0,1,0,Comedy
Blue Streak,1999,93,36000000,5.8,7952,1,0,1,0,0,0,0,Action
Blue Velvet,1986,120,6000000,7.7,18756,0,0,0,1,0,0,0,Drama
Blue in Green,2005,91,50000,9.1,13,0,0,0,1,0,0,0,Drama
Blue in the Face,1995,83,2000000,6.4,2306,0,0,1,0,0,0,0,Comedy
Bluefish,2003,24,7000,7.6,5,0,0,0,1,0,0,1,Drama
Blues Brothers 2000,1998,123,28000000,4.5,5267,0,0,1,0,0,0,0,Comedy
"Blues Brothers, The",1980,148,27000000,7.7,28964,1,0,1,0,0,0,0,Action
Blues Lahofesh Hagadol,1987,101,350000,7.8,54,0,0,0,1,0,1,0,Drama
Boat Trip,2002,97,20000000,4.5,2991,0,0,1,0,0,0,0,Comedy
Bob & Carol & Ted & Alice,1969,101,2000000,6,607,0,0,1,1,0,0,0,Comedy
Body Double,1984,114,10000000,6.3,3543,0,0,0,1,0,0,0,Drama
Body Parts,1991,88,10000000,4.6,604,0,0,0,0,0,0,0,0
Body of Evidence,1993,102,30000000,4.1,2625,0,0,0,0,0,1,0,Romance
Body of Influence 2,1996,87,1200000,3.4,44,0,0,0,0,0,0,0,0
Bogus,1996,110,32000000,5,1007,0,0,1,1,0,0,0,Comedy
Boiler Room,2000,118,9000000,6.8,8586,0,0,0,1,0,0,0,Drama
"Bold Caballero, The",1936,67,100000,4.9,15,0,0,0,0,0,1,0,Romance
Bombshell,1933,96,344000,7.8,295,0,0,1,1,0,0,0,Comedy
Bon voyage,2003,115,20000000,7.2,1061,0,0,1,1,0,0,0,Comedy
"Bone Collector, The",1999,118,48000000,6.2,17766,0,0,0,1,0,0,0,Drama
"Bone Snatcher, The",2003,96,6000000,4.1,400,0,0,0,0,0,0,0,0
Bones,2001,96,16000000,4.2,1418,0,0,0,0,0,0,0,0
"Bonfire of the Vanities, The",1990,125,47000000,5,4151,0,0,1,1,0,0,0,Comedy
Bonnie and Clyde,1967,111,2500000,7.9,12653,0,0,0,1,0,1,0,Drama
Bono,2004,97,250000,1,14,0,0,0,1,0,0,0,Drama
"Boogens, The",1982,95,600000,4.2,155,0,0,0,0,0,0,0,0
Boogeyman,2005,89,20000000,4.1,2055,0,0,0,1,0,0,0,Drama
Boogie Nights,1997,156,15000000,7.6,27380,0,0,0,1,0,0,0,Drama
"Book That Wrote Itself, The",1999,71,25000,4.5,66,0,0,1,0,0,0,0,Comedy
"Book and the Rose, The",2001,29,40000,9,10,0,0,0,1,0,1,1,Drama
"Book of Life, The",1998,63,350000,6.7,551,0,0,1,0,0,0,0,Comedy
"Book of Mormon Movie, Volume 1: The Journey, The",2003,120,2000000,3.4,142,0,0,0,0,0,0,0,0
Book of Shadows: Blair Witch 2,2000,90,15000000,4.2,6532,0,0,0,0,0,0,0,0
Boom,1968,110,10000000,4,166,0,0,0,1,0,0,0,Drama
Boom Town,1940,119,2000000,7,312,0,0,0,1,0,1,0,Drama
Boomerang,1992,118,42000000,5.1,3530,0,0,1,0,0,1,0,Comedy
"Boot, Das",1981,216,14000000,8.5,28920,0,0,0,1,0,0,0,Drama
"Born Losers, The",1967,113,360000,5.4,223,1,0,0,1,0,0,0,Action
Born on the Fourth of July,1989,145,14000000,7,11480,0,0,0,1,0,0,0,Drama
Born to Be Bad,1934,62,252238,5.6,59,0,0,0,1,0,1,0,Drama
"Borrowers, The",1997,89,29000000,5.6,1457,0,0,1,0,0,0,0,Comedy
"Bossu, Le",1997,128,30000000,7.1,668,0,0,0,1,0,0,0,Drama
Bottle Rocket,1996,92,7000000,7.4,7286,0,0,1,0,0,1,0,Comedy
"Bottle and the Throttle, The",1968,10,1000,3.8,7,0,0,0,1,0,0,1,Drama
Bottomfeeders,2001,92,500000,7.4,7,0,0,1,0,0,0,0,Comedy
Bounce,2000,106,35000000,5.8,5390,0,0,0,1,0,1,0,Drama
Bound,1996,109,4500000,7.5,11911,0,0,0,0,0,1,0,Romance
Bound by Honor,1993,190,35000000,7.4,2499,1,0,0,1,0,0,0,Action
"Bourne Identity, The",2002,119,75000000,7.3,29871,1,0,0,1,0,0,0,Action
"Bourne Supremacy, The",2004,108,75000000,7.3,19878,1,0,0,1,0,0,0,Action
"Bowery, The",1933,92,421496,7.3,48,0,0,1,1,0,0,0,Comedy
Bowfinger,1999,97,55000000,6.4,15000,0,0,1,0,0,0,0,Comedy
Bowling for Columbine,2002,120,4000000,8.5,36747,0,0,1,1,1,0,0,Comedy
Boxcar Bertha,1972,92,600000,5.8,590,0,0,0,1,0,0,0,Drama
Boxed,2002,80,500000,6.5,9,0,0,0,0,0,0,0,0
Boxers and Ballerinas,2004,90,85000,7.7,7,0,0,0,0,1,0,0,Documentary
Boy s tenyu,2005,132,3500000,4.8,77,1,0,0,0,0,0,0,Action
Boy-Next-Door,2004,17,50000,9.4,19,0,0,1,0,0,0,1,Comedy
Boys Beware,1961,10,1000,4.2,21,0,0,0,1,0,0,1,Drama
Boys Don't Cry,1999,118,2000000,7.6,14456,0,0,0,1,0,0,0,Drama
"Boys Next Door, The",1986,90,5000000,5.8,308,0,0,0,1,0,0,0,Drama
Boys Night Out,1996,34,30000,7.7,9,0,0,0,0,0,0,1,Short
Boys and Girls,2000,94,16000000,4.9,3483,0,0,1,1,0,1,0,Comedy
"Boys from Brazil, The",1978,123,12000000,6.8,2826,0,0,0,1,0,0,0,Drama
"Boys in the Band, The",1970,118,5500000,7.3,448,0,0,0,1,0,0,0,Drama
Boys in the Sand,1971,90,8000,7.8,14,0,0,0,0,0,0,0,0
Boys on the Side,1995,115,21000000,6.1,2775,0,0,1,1,0,0,0,Comedy
Boyz n the Hood,1991,107,6000000,7.7,10319,0,0,0,1,0,0,0,Drama
"Brady Bunch Movie, The",1995,90,12000000,5.6,4636,0,0,1,0,0,0,0,Comedy
"Brain Eaters, The",1958,60,30000,3.6,113,0,0,0,0,0,0,0,0
"Brain That Wouldn't Die, The",1962,82,62000,3,953,0,0,0,0,0,0,0,0
"Brain from Planet Arous, The",1957,70,58000,4.1,224,0,0,0,0,0,0,0,0
Braindead,1992,97,3000000,7.5,11552,0,0,1,0,0,1,0,Comedy
